onset	duration	RT	accuracy
18.029	3.333	3.115	1
21.368	3.333	1.541	1
24.706	3.333	1.049	1
28.045	3.333	0.899	1
31.384	3.333	0.846	0
34.723	3.333	0.789	1
56.074	3.333	1.012	1
59.412	3.333	0.821	1
62.751	3.333	0.591	1
66.09	3.333	0.769	1
69.428	3.333	0.868	1
72.767	3.333	0.772	1
94.118	3.333	1.062	1
97.457	3.333	0.611	1
100.795	3.333	0.681	1
104.134	3.333	0.84	1
107.473	3.333	0.773	1
110.812	3.333	1.042	1
132.163	3.333	1.132	1
135.501	3.333	0.818	1
138.84	3.333	1.308	1
142.179	3.333	1.546	1
145.517	3.333	2.241	1
148.856	3.333	0.942	1
170.207	3.333	1.357	1
173.546	3.333	1.054	1
176.884	3.333	0.954	1
180.223	3.333	0.684	1
183.562	3.333	0.616	1
186.901	3.333	0.931	1
208.252	3.333	1.297	1
211.59	3.333	0.63	1
214.929	3.333	0.877	1
218.268	3.333	1.221	1
221.606	3.333	1.302	1
224.945	3.333	2.06	1
246.296	3.333	1.393	1
249.635	3.333	1.06	1
252.973	3.333	0.926	1
256.312	3.333	1.029	1
259.651	3.333	1.62	1
262.99	3.333	2.479	1
284.341	3.333	0.853	1
287.679	3.333	0.954	1
291.018	3.333	0.862	1
294.357	3.333	1.237	1
297.695	3.333	1.321	1
301.034	3.333	1.023	1
322.385	3.333	0.904	1
325.724	3.333	0.744	1
329.062	3.333	0.947	1
332.401	3.333	1.409	1
335.74	3.333	1.15	1
339.079	3.333	1.361	1
360.429	3.333	0.934	1
363.768	3.333	0.823	1
367.107	3.333	0.962	1
370.446	3.333	1.322	0
373.784	3.333	0.973	1
377.123	3.333	1.103	1
398.474	3.333	1.334	1
401.813	3.333	1.119	1
405.151	3.333	1.81	1
408.49	3.333	1.827	1
411.829	3.333	0.8	1
415.167	3.333	2.527	1
436.518	3.333	1.486	1
439.857	3.333	0.774	1
443.196	3.333	1.357	1
446.535	3.333	1.282	1
449.873	3.333	0.944	1
453.212	3.333	0.976	1
