onset	duration	RT	accuracy
18.022	3.333	2.215	1
21.363	3.333	2.69	1
24.704	3.333	1.971	1
28.046	3.333	1.936	0
31.387	3.333	1.723	0
34.728	3.333	3.003	1
56.085	3.333	2.082	1
59.426	3.333	2.277	1
62.768	3.333	2.823	1
66.109	3.333	2.114	1
69.451	3.333	2.64	1
72.792	3.333	2.439	1
94.148	3.333	2.321	1
97.49	3.333	NaN	NaN
100.831	3.333	0.158	0
104.173	3.333	2.432	1
107.514	3.333	1.961	1
110.855	3.333	2.027	1
132.212	3.333	2.416	1
135.553	3.333	2.64	1
138.895	3.333	2.86	1
142.236	3.333	2.326	1
145.577	3.333	1.937	1
148.919	3.333	2.488	1
170.275	3.333	NaN	NaN
173.617	3.333	0.417	1
176.958	3.333	0.022	1
180.299	3.333	1.415	1
183.641	3.333	2.497	1
186.982	3.333	1.783	1
208.339	3.333	2.632	1
211.68	3.333	2.123	1
215.021	3.333	1.774	1
218.363	3.333	2.394	1
221.704	3.333	1.69	1
225.046	3.333	2.502	1
246.402	3.333	1.9	1
249.743	3.333	1.89	1
253.085	3.333	1.941	1
256.426	3.333	2.533	1
259.768	3.333	2.91	0
263.109	3.333	2.537	1
284.466	3.333	2.191	1
287.807	3.333	1.623	1
291.148	3.333	2.393	1
294.49	3.333	2.557	1
297.831	3.333	1.628	1
301.172	3.333	1.662	1
322.529	3.333	2.595	1
325.87	3.333	2.046	1
329.212	3.333	1.788	1
332.553	3.333	2.754	0
335.895	3.333	2.265	0
339.236	3.333	2.346	1
360.592	3.333	2.588	1
363.934	3.333	1.864	1
367.275	3.333	1.746	1
370.616	3.333	2.432	1
373.958	3.333	1.953	1
377.299	3.333	1.739	1
398.656	3.333	1.929	1
401.997	3.333	1.732	1
405.339	3.333	1.936	1
408.68	3.333	2.512	1
412.021	3.333	1.912	1
415.363	3.333	2.153	1
436.719	3.333	1.881	1
440.061	3.333	2.587	1
443.402	3.333	2.255	0
446.743	3.333	2.216	0
450.085	3.333	2.938	1
453.426	3.333	2.406	1
