onset	duration	RT	accuracy
18.226	6.7	0.828	0
24.837	6.7	0.432	1
31.448	6.7	0.285	0
56.271	6.7	0.877	1
62.898	6.7	0.29	1
69.509	6.7	0.309	1
94.332	6.7	NaN	NaN
100.959	6.7	NaN	NaN
107.57	6.7	0.237	1
132.41	6.7	0.561	1
139.02	6.7	0.151	0
145.631	6.7	0.521	1
170.454	6.7	0.311	1
177.065	6.7	0.269	1
183.692	6.7	0.705	0
208.532	6.7	0.425	1
215.159	6.7	0.315	1
221.77	6.7	0.239	1
246.593	6.7	0.321	0
253.204	6.7	0.287	1
259.815	6.7	0.388	1
284.638	6.7	0.496	1
291.248	6.7	0.233	1
297.859	6.7	0.346	0
322.699	6.7	0.327	1
329.31	6.7	0.828	1
335.92	6.7	0.427	0
360.76	6.7	0.298	0
367.371	6.7	0.41	1
373.981	6.7	0.66	1
398.821	6.7	0.403	1
405.432	6.7	0.715	1
412.042	6.7	0.274	0
436.866	6.7	0.319	0
443.476	6.7	0.294	1
450.087	6.7	0.329	1
