onset	duration	RT	accuracy
18.02	3.333	2.424	1
21.359	3.333	2.085	1
24.697	3.333	2.407	1
28.036	3.333	2.719	1
31.375	3.333	2	1
34.714	3.333	1.995	0
56.065	3.333	1.763	1
59.403	3.333	2.062	1
62.742	3.333	2.874	1
66.081	3.333	1.847	1
69.419	3.333	2.748	1
72.758	3.333	2.717	1
94.109	3.333	2.418	1
97.448	3.333	2.079	1
100.786	3.333	1.882	1
104.125	3.333	2.386	1
107.464	3.333	1.947	1
110.803	3.333	2.095	1
132.153	3.333	2.248	1
135.492	3.333	2.436	1
138.831	3.333	2.476	1
142.17	3.333	NaN	NaN
145.508	3.333	0.128	1
148.847	3.333	2.889	1
170.198	3.333	2.422	1
173.537	3.333	2.115	1
176.875	3.333	2.994	1
180.214	3.333	1.332	1
183.553	3.333	2.375	1
186.891	3.333	2.478	1
208.242	3.333	2.84	1
211.581	3.333	2.113	0
214.92	3.333	2.512	0
218.259	3.333	2.599	0
221.597	3.333	2.474	1
224.936	3.333	2.896	1
246.287	3.333	2.192	1
249.626	3.333	1.441	1
252.964	3.333	1.698	1
256.303	3.333	2.583	1
259.642	3.333	1.754	0
262.98	3.333	2.302	0
284.331	3.333	2.142	1
287.67	3.333	1.365	1
291.009	3.333	2.107	1
294.347	3.333	2.186	1
297.686	3.333	1.669	1
301.025	3.333	1.463	1
322.376	3.333	2.069	1
325.715	3.333	2.175	1
329.053	3.333	1.601	0
332.392	3.333	2.939	0
335.731	3.333	2.449	1
339.069	3.333	1.576	1
360.42	3.333	2.188	1
363.759	3.333	2.082	1
367.098	3.333	1.449	1
370.436	3.333	2.82	1
373.775	3.333	1.632	1
377.114	3.333	1.523	1
398.465	3.333	1.894	1
401.803	3.333	2.419	1
405.142	3.333	1.701	1
408.481	3.333	3.079	0
411.82	3.333	1.716	1
415.158	3.333	1.456	1
436.509	3.333	2.057	1
439.848	3.333	2.36	0
443.187	3.333	2.483	0
446.525	3.333	2.437	0
449.864	3.333	2.294	1
453.203	3.333	1.902	1
