onset	duration	type
18.018	14	gen
32.018	6	report
56.046	14	gen
70.046	6	report
94.074	14	gen
108.074	6	report
132.102	14	gen
146.102	6	report
170.13	14	gen
184.13	6	report
208.158	14	gen
222.158	6	report
246.186	14	gen
260.186	6	report
284.214	14	gen
298.214	6	report
322.242	14	gen
336.242	6	report
360.27	14	gen
374.27	6	report
398.298	14	gen
412.298	6	report
436.326	14	gen
450.326	6	report
