onset	duration	type
18.032	14	gen
32.032	6	report
56.06	14	gen
70.06	6	report
94.088	14	gen
108.088	6	report
132.116	14	gen
146.116	6	report
170.145	14	gen
184.145	6	report
208.173	14	gen
222.173	6	report
246.201	14	gen
260.201	6	report
284.229	14	gen
298.229	6	report
322.258	14	gen
336.258	6	report
360.286	14	gen
374.286	6	report
398.314	14	gen
412.314	6	report
436.342	14	gen
450.342	6	report
