onset	duration	RT	accuracy
18.026	3.333	2.369	1
21.364	3.333	2.351	0
24.703	3.333	2.192	0
28.042	3.333	2.089	1
31.38	3.333	2.489	1
34.719	3.333	1.739	0
56.07	3.333	1.775	1
59.409	3.333	1.956	0
62.748	3.333	2.293	0
66.086	3.333	1.917	1
69.425	3.333	1.839	1
72.764	3.333	1.95	1
94.115	3.333	NaN	NaN
97.454	3.333	1.814	1
100.792	3.333	1.778	0
104.131	3.333	1.738	1
107.47	3.333	2.073	1
110.809	3.333	1.766	0
132.16	3.333	3.098	1
135.498	3.333	2.683	1
138.837	3.333	2.194	1
142.176	3.333	1.673	0
145.514	3.333	1.511	1
148.853	3.333	3.29	1
170.204	3.333	1.579	1
173.543	3.333	1.827	1
176.882	3.333	2.587	0
180.22	3.333	1.491	0
183.559	3.333	1.464	1
186.898	3.333	NaN	NaN
208.249	3.333	NaN	NaN
211.588	3.333	1.368	1
214.926	3.333	1.575	1
218.265	3.333	1.889	1
221.604	3.333	1.112	1
224.943	3.333	1.388	1
246.294	3.333	1.402	1
249.632	3.333	1.513	1
252.971	3.333	3.046	0
256.31	3.333	1.385	1
259.649	3.333	1.513	1
262.987	3.333	2.378	1
284.338	3.333	2.233	1
287.677	3.333	1.843	1
291.016	3.333	2.729	0
294.355	3.333	1.494	1
297.693	3.333	1.241	0
301.032	3.333	1.467	1
322.383	3.333	1.257	1
325.722	3.333	1.816	1
329.061	3.333	2.209	1
332.399	3.333	2.456	1
335.738	3.333	1.827	1
339.077	3.333	1.405	1
360.428	3.333	2.669	1
363.767	3.333	1.8	1
367.105	3.333	1.935	1
370.444	3.333	3.104	1
373.783	3.333	2.008	1
377.121	3.333	1.191	1
398.473	3.333	1.173	1
401.811	3.333	1.643	1
405.15	3.333	1.795	1
408.489	3.333	1.183	1
411.827	3.333	1.397	1
415.166	3.333	1.633	1
436.517	3.333	2.407	1
439.856	3.333	1.692	0
443.195	3.333	2.079	1
446.533	3.333	3.193	1
449.872	3.333	1.1	1
453.211	3.333	2.47	1
