onset	duration	RT	accuracy
18.024	3.333	1.256	1
21.363	3.333	1.088	1
24.701	3.333	1.084	1
28.04	3.333	1.018	1
31.379	3.333	0.856	1
34.717	3.333	1.139	1
56.068	3.333	1.345	1
59.407	3.333	1.073	1
62.746	3.333	0.977	1
66.084	3.333	1.017	1
69.423	3.333	1.134	1
72.762	3.333	1.084	1
94.113	3.333	0.928	1
97.452	3.333	1.983	1
100.79	3.333	1.09	1
104.129	3.333	0.954	1
107.468	3.333	0.879	1
110.806	3.333	0.879	1
132.158	3.333	1.56	1
135.496	3.333	1.369	1
138.835	3.333	1.302	1
142.174	3.333	0.964	1
145.512	3.333	0.859	1
148.851	3.333	0.964	1
170.202	3.333	1.034	1
173.541	3.333	1.512	1
176.88	3.333	1.11	1
180.218	3.333	0.836	1
183.557	3.333	0.881	1
186.896	3.333	1.223	1
208.247	3.333	1.325	1
211.585	3.333	1.998	1
214.924	3.333	1.019	1
218.263	3.333	0.951	1
221.602	3.333	1.002	1
224.94	3.333	1.218	1
246.291	3.333	1.351	1
249.63	3.333	0.994	1
252.969	3.333	0.832	1
256.308	3.333	1.07	1
259.646	3.333	1.094	1
262.985	3.333	0.945	1
284.336	3.333	0.774	1
287.675	3.333	1.075	1
291.014	3.333	1.236	1
294.352	3.333	0.969	1
297.691	3.333	0.84	1
301.03	3.333	1.169	1
322.381	3.333	1.361	1
325.72	3.333	0.7	1
329.058	3.333	1.579	1
332.397	3.333	0.802	1
335.736	3.333	0.793	1
339.074	3.333	1.902	1
360.426	3.333	0.738	1
363.764	3.333	1.016	1
367.103	3.333	0.956	1
370.442	3.333	1.011	1
373.78	3.333	0.957	1
377.119	3.333	0.937	1
398.47	3.333	1.485	1
401.809	3.333	0.7	1
405.148	3.333	0.658	1
408.486	3.333	0.936	1
411.825	3.333	0.681	1
415.164	3.333	1.097	1
436.515	3.333	1.133	1
439.854	3.333	0.944	1
443.193	3.333	0.682	1
446.531	3.333	0.873	1
449.87	3.333	0.919	1
453.209	3.333	0.851	1
