onset	duration	RT	accuracy
18.017	3.333	1.126	1
21.356	3.333	0.818	1
24.694	3.333	0.863	1
28.033	3.333	0.716	1
31.372	3.333	0.854	1
34.71	3.333	0.686	1
56.061	3.333	0.685	1
59.4	3.333	0.882	1
62.739	3.333	0.852	1
66.077	3.333	1.238	1
69.416	3.333	0.778	1
72.755	3.333	0.955	1
94.106	3.333	0.717	1
97.444	3.333	0.8	1
100.783	3.333	0.817	1
104.122	3.333	0.918	1
107.46	3.333	0.692	1
110.799	3.333	0.752	1
132.15	3.333	1.205	1
135.489	3.333	0.653	1
138.828	3.333	0.807	1
142.166	3.333	0.684	1
145.505	3.333	1.155	1
148.844	3.333	0.706	1
170.195	3.333	0.921	1
173.533	3.333	0.75	1
176.872	3.333	0.761	1
180.211	3.333	0.945	1
183.549	3.333	0.983	1
186.888	3.333	1.314	1
208.239	3.333	1.343	1
211.578	3.333	0.685	1
214.916	3.333	0.918	1
218.255	3.333	1.11	1
221.594	3.333	0.96	1
224.933	3.333	0.884	1
246.283	3.333	1.26	1
249.622	3.333	0.974	1
252.961	3.333	1.188	1
256.3	3.333	1.384	1
259.638	3.333	1.08	1
262.977	3.333	0.922	1
284.328	3.333	0.83	1
287.667	3.333	1.085	1
291.005	3.333	0.941	1
294.344	3.333	1.431	1
297.683	3.333	1.557	1
301.021	3.333	0.63	1
322.372	3.333	0.864	1
325.711	3.333	0.688	1
329.05	3.333	1.017	1
332.388	3.333	0.92	1
335.727	3.333	0.857	1
339.066	3.333	0.992	1
360.417	3.333	0.907	1
363.755	3.333	0.644	1
367.094	3.333	0.661	1
370.433	3.333	1.017	1
373.772	3.333	1.072	1
377.11	3.333	1.276	1
398.461	3.333	1.346	1
401.8	3.333	1.231	1
405.139	3.333	0.709	1
408.477	3.333	0.841	0
411.816	3.333	0.809	1
415.155	3.333	0.752	1
436.506	3.333	1.324	1
439.844	3.333	0.818	1
443.183	3.333	1.075	1
446.522	3.333	0.816	1
449.86	3.333	0.859	1
453.199	3.333	1.192	1
