onset	duration	type
18.02	14	gen
32.02	6	report
56.058	14	gen
70.058	6	report
94.097	14	gen
108.097	6	report
132.135	14	gen
146.135	6	report
170.174	14	gen
184.174	6	report
208.212	14	gen
222.212	6	report
246.251	14	gen
260.251	6	report
284.289	14	gen
298.289	6	report
322.327	14	gen
336.327	6	report
360.366	14	gen
374.366	6	report
398.405	14	gen
412.405	6	report
436.443	14	gen
450.443	6	report
