onset	duration	type
18.023	14	gen
32.023	6	report
56.051	14	gen
70.051	6	report
94.08	14	gen
108.08	6	report
132.108	14	gen
146.108	6	report
170.136	14	gen
184.136	6	report
208.164	14	gen
222.164	6	report
246.193	14	gen
260.193	6	report
284.221	14	gen
298.221	6	report
322.249	14	gen
336.249	6	report
360.278	14	gen
374.278	6	report
398.306	14	gen
412.306	6	report
436.334	14	gen
450.334	6	report
