onset	duration	RT	accuracy
18.02	3.333	1.542	1
21.362	3.333	1.34	1
24.703	3.333	1.722	1
28.044	3.333	1.641	1
31.386	3.333	NaN	NaN
34.727	3.333	0.016	1
56.084	3.333	1.607	1
59.425	3.333	1.679	0
62.766	3.333	1.846	0
66.108	3.333	1.596	1
69.449	3.333	2.029	1
72.791	3.333	2.651	1
94.147	3.333	2.128	1
97.488	3.333	1.944	1
100.83	3.333	1.77	1
104.171	3.333	2.617	1
107.513	3.333	1.946	1
110.854	3.333	1.655	1
132.211	3.333	1.935	1
135.552	3.333	1.923	1
138.893	3.333	2.195	1
142.235	3.333	1.585	1
145.576	3.333	1.368	1
148.917	3.333	3.013	1
170.274	3.333	1.857	1
173.615	3.333	2.095	1
176.957	3.333	2.483	1
180.298	3.333	2.684	1
183.64	3.333	1.675	1
186.981	3.333	1.706	1
208.337	3.333	2.157	1
211.679	3.333	1.385	1
215.02	3.333	1.804	1
218.362	3.333	1.441	1
221.703	3.333	1.341	1
225.044	3.333	2.882	1
246.401	3.333	1.987	1
249.742	3.333	1.599	1
253.084	3.333	1.846	1
256.425	3.333	1.763	1
259.766	3.333	1.64	1
263.108	3.333	2.021	1
284.464	3.333	1.613	1
287.806	3.333	1.937	1
291.147	3.333	3.121	0
294.488	3.333	1.605	1
297.83	3.333	1.8	1
301.171	3.333	1.519	1
322.528	3.333	1.391	1
325.869	3.333	1.309	1
329.21	3.333	1.594	1
332.552	3.333	1.386	1
335.893	3.333	1.878	1
339.235	3.333	2.936	1
360.591	3.333	2.216	1
363.933	3.333	1.639	1
367.274	3.333	1.767	1
370.615	3.333	1.633	1
373.957	3.333	1.839	1
377.298	3.333	1.469	1
398.655	3.333	1.016	1
401.996	3.333	1.208	1
405.337	3.333	1.394	1
408.679	3.333	1.538	1
412.02	3.333	1.645	1
415.362	3.333	1.424	1
436.718	3.333	1.609	1
440.059	3.333	2.47	1
443.401	3.333	1.881	1
446.742	3.333	2.031	1
450.084	3.333	1.673	1
453.425	3.333	1.744	1
