onset	duration	RT	accuracy
18.02	3.333	1.732	1
21.359	3.333	2.516	1
24.697	3.333	2.008	0
28.036	3.333	1.997	1
31.375	3.333	1.841	1
34.714	3.333	2.474	1
56.065	3.333	2.08	1
59.403	3.333	2.266	1
62.742	3.333	2.399	1
66.081	3.333	2.178	1
69.42	3.333	2.543	1
72.758	3.333	2.041	1
94.109	3.333	2.123	1
97.448	3.333	2.452	1
100.787	3.333	3.08	1
104.126	3.333	2.819	1
107.464	3.333	1.794	1
110.803	3.333	2.495	1
132.154	3.333	2.353	1
135.493	3.333	2.428	1
138.832	3.333	1.693	1
142.17	3.333	2.868	1
145.509	3.333	2.974	0
148.848	3.333	2.362	1
170.199	3.333	2.434	1
173.538	3.333	2.482	1
176.877	3.333	2.099	1
180.215	3.333	2.037	1
183.554	3.333	2.032	1
186.893	3.333	2.367	1
208.244	3.333	NaN	NaN
211.583	3.333	2.367	1
214.921	3.333	1.966	1
218.26	3.333	2.384	1
221.599	3.333	2.72	1
224.938	3.333	2.151	0
246.289	3.333	2.631	1
249.628	3.333	2.662	0
252.966	3.333	2.188	1
256.305	3.333	2.837	0
259.644	3.333	2.755	1
262.982	3.333	2.267	1
284.334	3.333	2.199	1
287.672	3.333	2.147	1
291.011	3.333	2.188	1
294.35	3.333	2.291	1
297.689	3.333	1.485	1
301.027	3.333	1.803	1
322.379	3.333	2.349	1
325.717	3.333	2.917	0
329.056	3.333	2.404	1
332.395	3.333	2.296	1
335.733	3.333	2.057	1
339.072	3.333	1.859	1
360.423	3.333	2.668	1
363.762	3.333	2.376	0
367.101	3.333	1.827	1
370.44	3.333	1.882	1
373.778	3.333	1.702	1
377.117	3.333	1.695	1
398.468	3.333	2.47	1
401.807	3.333	2.201	1
405.146	3.333	2.02	1
408.485	3.333	2.016	1
411.823	3.333	2.079	0
415.162	3.333	1.966	1
436.513	3.333	2.093	1
439.852	3.333	2.547	1
443.191	3.333	2.544	0
446.529	3.333	2.731	1
449.868	3.333	2.5	1
453.207	3.333	2.19	1
