onset	duration	type
18.02	14	gen
32.02	6	report
56.048	14	gen
70.048	6	report
94.075	14	gen
108.075	6	report
132.103	14	gen
146.103	6	report
170.131	14	gen
184.131	6	report
208.159	14	gen
222.159	6	report
246.187	14	gen
260.187	6	report
284.215	14	gen
298.215	6	report
322.242	14	gen
336.242	6	report
360.27	14	gen
374.27	6	report
398.298	14	gen
412.298	6	report
436.326	14	gen
450.326	6	report
