onset	duration	RT	accuracy
18.23	6.7	0.228	1
24.84	6.7	0.302	1
31.451	6.7	0.132	1
56.274	6.7	0.229	1
62.901	6.7	0.322	1
69.512	6.7	0.057	1
94.335	6.7	0.383	1
100.963	6.7	NaN	NaN
107.573	6.7	0.224	1
132.413	6.7	0.139	1
139.024	6.7	0.328	0
145.634	6.7	0.24	0
170.458	6.7	0.284	1
177.068	6.7	0.192	0
183.696	6.7	0.104	1
208.535	6.7	0.294	1
215.163	6.7	0.052	1
221.773	6.7	0.213	1
246.597	6.7	0.129	0
253.207	6.7	0.011	1
259.818	6.7	0.078	0
284.641	6.7	0.15	1
291.252	6.7	NaN	NaN
297.862	6.7	0.507	1
322.702	6.7	0.118	1
329.313	6.7	0.226	0
335.923	6.7	0.316	1
360.763	6.7	0.391	1
367.374	6.7	0.499	1
373.985	6.7	0.23	1
398.825	6.7	0.129	1
405.435	6.7	0.175	0
412.046	6.7	0.771	1
436.869	6.7	0.223	0
443.48	6.7	0.59	1
450.09	6.7	0.165	0
