onset	duration	RT	accuracy
18.23	6.7	0.236	1
24.84	6.7	0.429	1
31.451	6.7	0.219	0
56.274	6.7	0.573	1
62.901	6.7	0.373	1
69.512	6.7	0.328	1
94.335	6.7	0.429	0
100.963	6.7	0.203	1
107.573	6.7	0.352	1
132.413	6.7	0.316	1
139.024	6.7	0.417	0
145.635	6.7	0.295	1
170.458	6.7	0.312	0
177.069	6.7	0.32	1
183.696	6.7	0.404	1
208.536	6.7	0.509	0
215.164	6.7	0.044	1
221.774	6.7	0.308	1
246.598	6.7	0.334	1
253.208	6.7	0.132	1
259.819	6.7	0.555	1
284.642	6.7	0.866	1
291.253	6.7	NaN	NaN
297.864	6.7	0.337	1
322.704	6.7	0.35	1
329.314	6.7	0.34	1
335.925	6.7	0.414	1
360.765	6.7	0.217	1
367.393	6.7	0.076	0
374.003	6.7	0.343	1
398.843	6.7	0.265	1
405.454	6.7	0.392	0
412.065	6.7	0.386	1
436.888	6.7	0.155	0
443.499	6.7	0.409	0
450.11	6.7	0.748	1
