onset	duration	RT	accuracy
18.022	3.333	1.379	1
21.363	3.333	1.274	1
24.704	3.333	1.991	1
28.046	3.333	1.073	1
31.387	3.333	1.38	1
34.729	3.333	1.415	1
56.085	3.333	1.28	1
59.427	3.333	1.393	0
62.768	3.333	1.052	0
66.109	3.333	1.158	1
69.451	3.333	1.458	1
72.792	3.333	2.37	1
94.149	3.333	1.305	0
97.49	3.333	1.539	1
100.831	3.333	2.01	0
104.173	3.333	1.52	1
107.514	3.333	1.208	1
110.855	3.333	1.489	1
132.212	3.333	1.679	1
135.553	3.333	1.282	1
138.895	3.333	1.955	1
142.236	3.333	1.172	1
145.577	3.333	1.16	1
148.919	3.333	1.909	1
170.275	3.333	1.233	1
173.617	3.333	1.553	1
176.958	3.333	1.582	1
180.3	3.333	1.884	1
183.641	3.333	1.314	1
186.982	3.333	1.839	1
208.339	3.333	1.816	1
211.68	3.333	1.104	1
215.022	3.333	2.514	1
218.363	3.333	1.551	1
221.704	3.333	0.978	1
225.046	3.333	1.496	1
246.402	3.333	1.011	1
249.744	3.333	1.293	1
253.085	3.333	1.655	1
256.427	3.333	1.415	1
259.768	3.333	1.355	1
263.109	3.333	0.936	1
284.466	3.333	2.323	1
287.807	3.333	1.002	1
291.149	3.333	1.096	1
294.49	3.333	0.96	1
297.831	3.333	1.712	0
301.173	3.333	1.239	1
322.529	3.333	0.956	1
325.871	3.333	1.023	1
329.212	3.333	1.354	1
332.553	3.333	1.23	1
335.895	3.333	1.428	1
339.236	3.333	1.826	1
360.593	3.333	1.845	1
363.934	3.333	1.387	1
367.275	3.333	1.097	1
370.617	3.333	1.745	1
373.958	3.333	1.685	0
377.3	3.333	1.305	0
398.656	3.333	1.085	1
401.997	3.333	1.052	1
405.339	3.333	1.336	1
408.68	3.333	0.941	1
412.022	3.333	1.635	1
415.363	3.333	1.049	1
436.719	3.333	1.728	1
440.061	3.333	1.451	1
443.402	3.333	1.356	1
446.743	3.333	1.247	1
450.085	3.333	1.193	1
453.426	3.333	1.231	1
