onset	duration	type
18.018	14	gen
32.018	6	report
56.057	14	gen
70.057	6	report
94.095	14	gen
108.095	6	report
132.134	14	gen
146.134	6	report
170.172	14	gen
184.172	6	report
208.21	14	gen
222.21	6	report
246.249	14	gen
260.249	6	report
284.287	14	gen
298.287	6	report
322.326	14	gen
336.326	6	report
360.364	14	gen
374.364	6	report
398.403	14	gen
412.403	6	report
436.441	14	gen
450.441	6	report
