onset	duration	RT	accuracy
18.024	3.333	2.146	1
21.365	3.333	2.933	1
24.706	3.333	2.026	1
28.048	3.333	2.281	1
31.389	3.333	1.512	1
34.73	3.333	1.972	1
56.087	3.333	1.807	1
59.428	3.333	1.798	1
62.77	3.333	2.656	1
66.111	3.333	2.825	1
69.453	3.333	2.418	1
72.794	3.333	2.283	1
94.151	3.333	2.037	1
97.492	3.333	2.855	0
100.833	3.333	NaN	NaN
104.175	3.333	0.309	1
107.516	3.333	1.532	1
110.858	3.333	2.627	1
132.214	3.333	2.458	1
135.555	3.333	2.586	0
138.897	3.333	2.817	1
142.238	3.333	2.698	1
145.58	3.333	2.169	1
148.921	3.333	2.553	1
170.277	3.333	2.609	1
173.619	3.333	2.186	1
176.96	3.333	2.609	1
180.302	3.333	2.014	1
183.643	3.333	NaN	NaN
186.985	3.333	0.051	1
208.341	3.333	2.697	1
211.682	3.333	2.843	1
215.024	3.333	2.563	1
218.365	3.333	2.12	1
221.707	3.333	1.486	1
225.048	3.333	2.154	1
246.404	3.333	2.969	1
249.746	3.333	2.884	1
253.087	3.333	2.205	1
256.429	3.333	2.528	1
259.77	3.333	2.012	1
263.111	3.333	2.139	1
284.468	3.333	2.563	1
287.809	3.333	2.781	1
291.151	3.333	2.28	1
294.492	3.333	3.212	1
297.834	3.333	0.016	0
301.175	3.333	3.322	0
322.531	3.333	2.964	1
325.873	3.333	2.45	1
329.214	3.333	1.708	1
332.555	3.333	3.3	0
335.897	3.333	0.023	1
339.238	3.333	0.096	1
360.595	3.333	2.753	1
363.936	3.333	2.152	1
367.278	3.333	2.109	1
370.619	3.333	2.559	1
373.96	3.333	1.873	1
377.302	3.333	2.8	1
398.658	3.333	2.582	1
402	3.333	1.873	1
405.341	3.333	1.78	1
408.683	3.333	2.24	1
412.024	3.333	2.021	0
415.365	3.333	1.628	1
436.722	3.333	2.293	1
440.063	3.333	2.474	1
443.404	3.333	2.205	1
446.746	3.333	1.995	1
450.087	3.333	2.654	1
453.429	3.333	2.36	1
