onset	duration	RT	accuracy
18.229	6.7	NaN	NaN
24.903	6.7	0.489	1
31.578	6.7	0.411	1
56.476	6.7	0.475	1
63.15	6.7	0.474	1
69.825	6.7	0.45	1
94.722	6.7	0.726	1
101.397	6.7	0.602	1
108.071	6.7	0.508	1
132.978	6.7	0.66	1
139.652	6.7	0.935	0
146.326	6.7	0.406	1
171.224	6.7	0.619	1
177.899	6.7	0.41	1
184.581	6.7	0.411	1
209.488	6.7	0.514	1
216.162	6.7	0.157	1
222.836	6.7	0.494	1
247.734	6.7	0.575	1
254.409	6.7	0.388	1
261.083	6.7	0.428	1
285.981	6.7	0.382	1
292.656	6.7	0.178	1
299.33	6.7	0.234	1
324.228	6.7	NaN	NaN
330.902	6.7	0.369	1
337.577	6.7	0.426	1
362.475	6.7	0.478	0
369.157	6.7	0.719	1
375.832	6.7	0.678	0
400.73	6.7	0.466	1
407.404	6.7	0.356	1
414.079	6.7	0.513	1
438.977	6.7	0.508	1
445.651	6.7	0.524	0
452.325	6.7	0.437	0
