onset	duration	type
18.022	14	gen
32.022	6	report
56.06	14	gen
70.06	6	report
94.099	14	gen
108.099	6	report
132.137	14	gen
146.137	6	report
170.175	14	gen
184.175	6	report
208.214	14	gen
222.214	6	report
246.253	14	gen
260.253	6	report
284.291	14	gen
298.291	6	report
322.33	14	gen
336.33	6	report
360.368	14	gen
374.368	6	report
398.407	14	gen
412.407	6	report
436.445	14	gen
450.445	6	report
