onset	duration	RT	accuracy
18.23	6.7	0.328	1
24.904	6.7	0.571	1
31.579	6.7	0.231	1
56.476	6.7	0.749	1
63.151	6.7	0.049	1
69.825	6.7	0.212	1
94.723	6.7	NaN	NaN
101.398	6.7	0.099	1
108.072	6.7	0.278	1
132.97	6.7	0.521	1
139.644	6.7	0.814	0
146.319	6.7	0.191	0
171.217	6.7	0.245	1
177.891	6.7	0.301	1
184.566	6.7	0.391	1
209.464	6.7	0.257	1
216.138	6.7	0.223	1
222.812	6.7	0.062	1
247.71	6.7	0.561	1
254.385	6.7	0.115	1
261.059	6.7	NaN	NaN
285.957	6.7	0.88	1
292.632	6.7	0.097	1
299.306	6.7	0.744	1
324.204	6.7	0.096	1
330.878	6.7	0.378	1
337.553	6.7	0.302	1
362.451	6.7	0.966	0
369.125	6.7	0.405	1
375.799	6.7	0.599	1
400.697	6.7	0.292	1
407.372	6.7	0.798	0
414.046	6.7	0.639	1
438.944	6.7	NaN	NaN
445.619	6.7	0.226	1
452.293	6.7	0.56	1
