onset	duration	type
18.024	14	gen
32.024	6	report
56.062	14	gen
70.062	6	report
94.101	14	gen
108.101	6	report
132.139	14	gen
146.139	6	report
170.178	14	gen
184.178	6	report
208.216	14	gen
222.216	6	report
246.255	14	gen
260.255	6	report
284.293	14	gen
298.293	6	report
322.332	14	gen
336.332	6	report
360.371	14	gen
374.371	6	report
398.409	14	gen
412.409	6	report
436.448	14	gen
450.448	6	report
