onset	duration	RT	accuracy
18.031	3.333	2.162	1
21.37	3.333	0.78	1
24.709	3.333	1.083	1
28.048	3.333	0.719	1
31.386	3.333	0.662	1
34.725	3.333	0.649	1
56.076	3.333	0.985	1
59.415	3.333	0.706	1
62.754	3.333	0.666	1
66.093	3.333	0.755	1
69.431	3.333	0.724	1
72.77	3.333	0.784	1
94.122	3.333	0.725	1
97.46	3.333	0.678	1
100.799	3.333	0.833	1
104.138	3.333	0.768	1
107.477	3.333	0.711	1
110.815	3.333	0.661	1
132.167	3.333	1.345	1
135.505	3.333	0.57	1
138.844	3.333	0.803	1
142.183	3.333	0.645	1
145.522	3.333	0.689	1
148.86	3.333	0.708	1
170.212	3.333	1.381	1
173.55	3.333	1.204	1
176.889	3.333	0.677	1
180.228	3.333	0.699	1
183.567	3.333	1.189	1
186.905	3.333	1.271	1
208.257	3.333	0.99	1
211.595	3.333	1.884	1
214.934	3.333	0.842	1
218.273	3.333	0.858	1
221.612	3.333	0.849	1
224.95	3.333	0.83	1
246.302	3.333	0.836	1
249.64	3.333	0.751	1
252.979	3.333	0.727	1
256.318	3.333	0.676	1
259.657	3.333	0.554	1
262.995	3.333	0.808	1
284.347	3.333	1.016	1
287.685	3.333	0.673	1
291.024	3.333	1.017	1
294.363	3.333	0.858	1
297.702	3.333	0.641	1
301.04	3.333	0.657	1
322.392	3.333	0.753	1
325.73	3.333	0.604	1
329.069	3.333	1.082	1
332.408	3.333	0.999	1
335.747	3.333	0.63	1
339.085	3.333	0.851	1
360.437	3.333	0.842	1
363.776	3.333	0.592	1
367.114	3.333	0.936	1
370.453	3.333	1.286	1
373.792	3.333	0.749	1
377.131	3.333	1.036	1
398.482	3.333	0.975	0
401.821	3.333	0.883	1
405.159	3.333	0.87	1
408.498	3.333	0.811	1
411.837	3.333	0.641	1
415.176	3.333	0.641	1
436.526	3.333	1.138	1
439.864	3.333	0.741	1
443.203	3.333	0.61	1
446.541	3.333	0.661	1
449.88	3.333	0.587	1
453.218	3.333	0.785	1
