onset	duration	RT	accuracy
18.23	6.7	NaN	NaN
24.841	6.7	0.765	1
31.452	6.7	NaN	NaN
56.275	6.7	0.192	1
62.903	6.7	0.084	1
69.513	6.7	0.124	1
94.337	6.7	0.124	1
100.964	6.7	0.077	1
107.575	6.7	0.241	1
132.415	6.7	0.243	0
139.026	6.7	0.255	0
145.636	6.7	NaN	NaN
170.46	6.7	NaN	NaN
177.071	6.7	0.237	1
183.698	6.7	NaN	NaN
208.538	6.7	0.213	1
215.166	6.7	0.011	1
221.776	6.7	NaN	NaN
246.6	6.7	0.12	1
253.227	6.7	0.032	0
259.838	6.7	0.145	1
284.662	6.7	0.439	1
291.272	6.7	NaN	NaN
297.883	6.7	0.19	1
322.723	6.7	0.173	1
329.334	6.7	0.016	1
335.945	6.7	0.029	1
360.785	6.7	0.008	1
367.396	6.7	NaN	NaN
374.006	6.7	0.714	1
398.847	6.7	NaN	NaN
405.457	6.7	NaN	NaN
412.068	6.7	0.174	1
436.892	6.7	0.368	0
443.502	6.7	NaN	NaN
450.113	6.7	NaN	NaN
