onset	duration	RT	accuracy
18.022	3.333	2.111	1
21.361	3.333	3.196	1
24.699	3.333	2.709	1
28.038	3.333	2.275	1
31.377	3.333	1.78	0
34.716	3.333	2.588	1
56.066	3.333	2.043	1
59.405	3.333	NaN	NaN
62.744	3.333	1.93	1
66.082	3.333	2.15	1
69.421	3.333	2.949	1
72.76	3.333	3.154	1
94.111	3.333	2.09	1
97.449	3.333	2.81	1
100.788	3.333	2.391	1
104.127	3.333	3.157	1
107.465	3.333	2.403	1
110.804	3.333	2.826	1
132.155	3.333	2.186	1
135.494	3.333	3.047	1
138.832	3.333	2.216	1
142.171	3.333	1.979	1
145.51	3.333	2.631	0
148.848	3.333	2.284	0
170.199	3.333	3.004	0
173.538	3.333	NaN	NaN
176.877	3.333	0.061	0
180.215	3.333	1.516	1
183.554	3.333	NaN	NaN
186.893	3.333	0.433	1
208.244	3.333	2.762	1
211.582	3.333	3.009	1
214.921	3.333	2.505	0
218.26	3.333	NaN	NaN
221.598	3.333	0.1	0
224.937	3.333	2.995	0
246.288	3.333	2.606	1
249.627	3.333	2.245	1
252.965	3.333	2.931	1
256.304	3.333	2.751	1
259.643	3.333	3.035	1
262.981	3.333	NaN	NaN
284.332	3.333	2.158	1
287.671	3.333	3.04	1
291.01	3.333	2.445	1
294.348	3.333	NaN	NaN
297.687	3.333	0.112	0
301.026	3.333	2.38	1
322.377	3.333	1.884	1
325.715	3.333	2.72	1
329.054	3.333	2.677	1
332.393	3.333	NaN	NaN
335.732	3.333	0.132	1
339.07	3.333	0.015	1
360.421	3.333	2.269	1
363.76	3.333	2.418	1
367.099	3.333	NaN	NaN
370.437	3.333	2.136	1
373.776	3.333	2.679	0
377.115	3.333	3.121	1
398.466	3.333	2.668	1
401.804	3.333	2.361	1
405.143	3.333	2.429	0
408.482	3.333	2.467	1
411.82	3.333	2.517	1
415.159	3.333	2.204	1
436.51	3.333	2.38	1
439.849	3.333	NaN	NaN
443.187	3.333	NaN	NaN
446.526	3.333	NaN	NaN
449.865	3.333	0.602	0
453.204	3.333	2.009	1
