onset	duration	type
18.023	14	gen
32.023	6	report
56.061	14	gen
70.061	6	report
94.1	14	gen
108.1	6	report
132.138	14	gen
146.138	6	report
170.177	14	gen
184.177	6	report
208.215	14	gen
222.215	6	report
246.253	14	gen
260.253	6	report
284.292	14	gen
298.292	6	report
322.33	14	gen
336.33	6	report
360.369	14	gen
374.369	6	report
398.407	14	gen
412.407	6	report
436.446	14	gen
450.446	6	report
