onset	duration	RT	accuracy
18.021	3.333	2.891	1
21.362	3.333	2.782	1
24.704	3.333	2.294	1
28.045	3.333	2.476	1
31.386	3.333	1.899	1
34.728	3.333	2.547	1
56.084	3.333	2.241	1
59.426	3.333	2.775	1
62.767	3.333	2.829	1
66.109	3.333	2.823	1
69.45	3.333	2.99	1
72.791	3.333	2.709	1
94.148	3.333	3.045	1
97.489	3.333	2.811	1
100.831	3.333	1.887	1
104.172	3.333	2.509	1
107.513	3.333	1.817	1
110.855	3.333	2.34	1
132.211	3.333	2.258	1
135.553	3.333	2.77	1
138.894	3.333	2.362	1
142.235	3.333	2.254	1
145.577	3.333	2.353	1
148.918	3.333	2.698	1
170.275	3.333	2.88	1
173.616	3.333	NaN	NaN
176.957	3.333	0.022	1
180.299	3.333	1.645	1
183.64	3.333	2.299	1
186.982	3.333	1.821	1
208.338	3.333	3.279	1
211.679	3.333	0.02	1
215.021	3.333	2.572	1
218.362	3.333	2.328	1
221.704	3.333	1.57	1
225.045	3.333	2.065	1
246.401	3.333	2.354	1
249.743	3.333	2.233	1
253.084	3.333	2.175	1
256.426	3.333	2.569	1
259.767	3.333	2.498	1
263.108	3.333	2.108	1
284.465	3.333	3.236	1
287.806	3.333	0.022	1
291.148	3.333	2.497	1
294.489	3.333	2.32	1
297.83	3.333	1.426	1
301.172	3.333	1.668	1
322.528	3.333	2.751	1
325.87	3.333	2.609	1
329.211	3.333	1.872	1
332.552	3.333	2.127	1
335.894	3.333	2.561	1
339.235	3.333	2.019	1
360.592	3.333	2.497	1
363.933	3.333	2.207	1
367.274	3.333	2.241	1
370.616	3.333	2.002	1
373.957	3.333	2.018	1
377.299	3.333	2.587	1
398.655	3.333	2.093	1
401.997	3.333	2.237	1
405.338	3.333	2.133	1
408.679	3.333	2.61	0
412.021	3.333	0.02	0
415.362	3.333	1.968	1
436.719	3.333	2.748	1
440.06	3.333	2.663	1
443.401	3.333	1.905	1
446.743	3.333	1.892	1
450.084	3.333	2.549	1
453.425	3.333	2.258	1
