onset	duration	RT	accuracy
18.23	6.7	0.509	1
24.904	6.7	0.593	1
31.579	6.7	0.42	1
56.477	6.7	0.578	1
63.151	6.7	0.402	1
69.825	6.7	0.405	1
94.723	6.7	0.92	1
101.398	6.7	0.539	1
108.072	6.7	0.564	1
132.97	6.7	0.521	1
139.645	6.7	0.702	1
146.319	6.7	0.515	0
171.217	6.7	0.343	1
177.891	6.7	0.815	1
184.566	6.7	0.464	1
209.464	6.7	0.694	1
216.138	6.7	0.282	1
222.813	6.7	0.357	1
247.71	6.7	0.751	1
254.385	6.7	0.279	1
261.059	6.7	0.488	1
285.957	6.7	0.588	0
292.632	6.7	0.659	1
299.306	6.7	0.644	0
324.204	6.7	0.331	1
330.878	6.7	0.616	1
337.553	6.7	0.669	1
362.451	6.7	0.261	1
369.125	6.7	0.898	0
375.8	6.7	NaN	NaN
400.698	6.7	0.622	1
407.372	6.7	0.871	1
414.046	6.7	0.232	1
438.945	6.7	0.554	1
445.619	6.7	0.281	1
452.293	6.7	0.678	1
