onset	duration	RT	accuracy
18.225	6.7	0.718	1
24.835	6.7	0.044	1
31.446	6.7	0.191	1
56.269	6.7	0.2	1
62.897	6.7	0.214	1
69.507	6.7	0.18	1
94.331	6.7	0.328	1
100.958	6.7	0.122	1
107.569	6.7	0.241	1
132.409	6.7	0.256	1
139.02	6.7	NaN	NaN
145.63	6.7	0.314	1
170.454	6.7	0.259	1
177.064	6.7	0.277	1
183.692	6.7	0.286	1
208.532	6.7	0.279	1
215.159	6.7	0.249	1
221.77	6.7	0.211	1
246.593	6.7	0.208	1
253.204	6.7	NaN	NaN
259.815	6.7	0.302	1
284.638	6.7	0.827	1
291.249	6.7	0.206	1
297.859	6.7	0.627	0
322.7	6.7	NaN	NaN
329.31	6.7	0.191	1
335.921	6.7	0.248	1
360.761	6.7	0.173	1
367.388	6.7	0.09	1
373.999	6.7	0.27	1
398.839	6.7	0.396	1
405.45	6.7	0.435	1
412.061	6.7	0.249	1
436.884	6.7	0.232	1
443.495	6.7	0.234	1
450.106	6.7	0.214	1
