onset	duration	RT	accuracy
18.23	6.7	0.193	0
24.841	6.7	0.461	1
31.451	6.7	NaN	NaN
56.274	6.7	NaN	NaN
62.902	6.7	0.518	0
69.512	6.7	NaN	NaN
94.336	6.7	0.342	1
100.963	6.7	0.03	1
107.573	6.7	0.176	1
132.413	6.7	0.017	1
139.024	6.7	0.818	1
145.635	6.7	0.517	0
170.458	6.7	0.008	1
177.068	6.7	0.329	0
183.696	6.7	0.276	1
208.536	6.7	0.034	1
215.163	6.7	NaN	NaN
221.774	6.7	0.288	1
246.597	6.7	NaN	NaN
253.207	6.7	0.297	1
259.818	6.7	0.315	0
284.641	6.7	0.254	1
291.252	6.7	0.547	1
297.863	6.7	0.504	1
322.702	6.7	0.19	1
329.313	6.7	0.167	1
335.924	6.7	0.563	1
360.764	6.7	0.808	0
367.374	6.7	0.444	0
373.985	6.7	0.662	0
398.825	6.7	0.386	0
405.435	6.7	0.898	1
412.046	6.7	0.399	1
436.869	6.7	0.512	0
443.48	6.7	0.235	1
450.09	6.7	0.297	0
