onset	duration	RT	accuracy
18.231	6.7	NaN	NaN
24.841	6.7	0.231	1
31.452	6.7	0.093	1
56.275	6.7	0.312	1
62.902	6.7	0.38	1
69.513	6.7	0.883	1
94.336	6.7	0.849	1
100.964	6.7	0.083	1
107.574	6.7	0.615	0
132.414	6.7	NaN	NaN
139.025	6.7	0.649	1
145.635	6.7	0.119	1
170.459	6.7	0.173	1
177.069	6.7	0.644	1
183.696	6.7	0.575	1
208.536	6.7	NaN	NaN
215.164	6.7	0.157	1
221.774	6.7	0.353	1
246.598	6.7	0.58	0
253.208	6.7	0.205	1
259.819	6.7	0.026	1
284.642	6.7	NaN	NaN
291.253	6.7	NaN	NaN
297.863	6.7	0.6	0
322.703	6.7	0.814	0
329.314	6.7	0.238	0
335.924	6.7	0.39	1
360.764	6.7	NaN	NaN
367.392	6.7	0.79	0
374.002	6.7	0.277	0
398.842	6.7	0.32	0
405.453	6.7	0.606	1
412.063	6.7	0.365	1
436.887	6.7	0.363	1
443.497	6.7	0.319	0
450.108	6.7	0.165	0
