onset	duration	RT	accuracy
18.025	3.333	2.459	0
21.366	3.333	2.692	1
24.708	3.333	1.101	1
28.049	3.333	0.78	1
31.39	3.333	0.671	1
34.732	3.333	0.569	1
56.088	3.333	0.663	1
59.43	3.333	0.686	1
62.771	3.333	0.596	1
66.113	3.333	0.641	1
69.454	3.333	0.77	1
72.795	3.333	0.674	1
94.152	3.333	0.797	1
97.493	3.333	0.619	1
100.835	3.333	0.623	1
104.176	3.333	0.609	1
107.517	3.333	0.536	1
110.859	3.333	0.671	1
132.215	3.333	0.667	1
135.557	3.333	0.682	1
138.898	3.333	0.619	1
142.239	3.333	0.633	1
145.581	3.333	0.587	1
148.922	3.333	0.607	1
170.279	3.333	0.628	1
173.62	3.333	0.809	1
176.962	3.333	0.766	1
180.303	3.333	0.668	1
183.644	3.333	0.947	1
186.985	3.333	0.608	0
208.342	3.333	0.805	1
211.684	3.333	0.54	1
215.025	3.333	0.782	1
218.366	3.333	0.989	1
221.708	3.333	0.79	1
225.049	3.333	0.759	1
246.405	3.333	0.748	1
249.747	3.333	0.936	1
253.088	3.333	0.694	1
256.43	3.333	0.503	1
259.771	3.333	0.648	1
263.113	3.333	0.617	1
284.469	3.333	0.671	1
287.81	3.333	0.601	1
291.152	3.333	0.669	1
294.493	3.333	0.779	1
297.835	3.333	0.742	1
301.176	3.333	0.612	1
322.532	3.333	0.749	1
325.874	3.333	0.699	1
329.215	3.333	0.972	1
332.557	3.333	0.81	1
335.898	3.333	0.562	1
339.239	3.333	1.05	1
360.596	3.333	0.704	1
363.937	3.333	0.626	1
367.279	3.333	0.607	1
370.62	3.333	0.739	0
373.962	3.333	0.87	1
377.303	3.333	0.637	1
398.659	3.333	0.802	1
402.001	3.333	0.778	1
405.342	3.333	0.806	1
408.684	3.333	0.853	1
412.025	3.333	0.48	1
415.366	3.333	0.778	1
436.723	3.333	0.723	1
440.064	3.333	0.611	1
443.406	3.333	0.63	1
446.747	3.333	1.239	1
450.088	3.333	0.703	1
453.43	3.333	1.004	1
