onset	duration	RT	accuracy
18.225	6.7	0.575	0
24.836	6.7	0.295	1
31.446	6.7	0.302	1
56.269	6.7	0.327	1
62.897	6.7	0.303	1
69.507	6.7	0.244	1
94.331	6.7	NaN	NaN
100.958	6.7	0.202	1
107.569	6.7	0.201	1
132.409	6.7	0.291	1
139.019	6.7	0.363	0
145.63	6.7	0.216	1
170.453	6.7	0.239	1
177.064	6.7	0.298	1
183.691	6.7	0.228	1
208.532	6.7	0.304	1
215.159	6.7	0.256	1
221.77	6.7	0.186	1
246.593	6.7	0.381	1
253.204	6.7	0.109	1
259.814	6.7	0.374	0
284.638	6.7	0.801	1
291.248	6.7	0.234	1
297.859	6.7	0.404	1
322.699	6.7	0.244	1
329.31	6.7	0.307	1
335.92	6.7	0.272	1
360.761	6.7	0.362	0
367.388	6.7	0.292	1
373.999	6.7	0.232	1
398.839	6.7	0.417	1
405.449	6.7	0.271	1
412.06	6.7	0.297	1
436.884	6.7	0.399	0
443.494	6.7	0.389	1
450.105	6.7	0.272	1
