onset	duration	RT	accuracy
18.03	3.333	2.71	1
21.369	3.333	2.738	1
24.707	3.333	2.255	1
28.046	3.333	2.48	1
31.385	3.333	2.406	1
34.723	3.333	2.221	1
56.074	3.333	2.283	1
59.413	3.333	2.317	1
62.752	3.333	2.479	1
66.09	3.333	2.301	1
69.429	3.333	2.954	1
72.768	3.333	2.526	1
94.119	3.333	NaN	NaN
97.457	3.333	NaN	NaN
100.796	3.333	0.094	0
104.135	3.333	2.662	1
107.474	3.333	1.87	1
110.812	3.333	2.313	1
132.163	3.333	2.053	1
135.502	3.333	3.124	1
138.841	3.333	1.933	0
142.179	3.333	NaN	NaN
145.518	3.333	0.031	0
148.857	3.333	3.116	1
170.208	3.333	NaN	NaN
173.546	3.333	2.322	1
176.885	3.333	2.638	1
180.224	3.333	2.218	1
183.562	3.333	2.796	1
186.901	3.333	2.214	1
208.252	3.333	2.502	1
211.591	3.333	3.179	0
214.93	3.333	NaN	NaN
218.268	3.333	2.472	1
221.607	3.333	1.985	1
224.946	3.333	2.403	1
246.297	3.333	1.881	1
249.635	3.333	2.258	1
252.974	3.333	2.646	1
256.313	3.333	2.515	1
259.651	3.333	2.578	1
262.99	3.333	2.155	1
284.341	3.333	2.518	1
287.68	3.333	2.598	1
291.019	3.333	2.482	1
294.357	3.333	2.466	1
297.696	3.333	1.666	1
301.035	3.333	2.42	1
322.386	3.333	1.761	1
325.724	3.333	2.384	1
329.063	3.333	2.598	1
332.402	3.333	NaN	NaN
335.74	3.333	1.705	1
339.079	3.333	2.166	1
360.43	3.333	2.007	1
363.769	3.333	2.078	1
367.108	3.333	2.016	1
370.446	3.333	2.599	1
373.785	3.333	2.52	1
377.124	3.333	2.071	1
398.475	3.333	2.267	1
401.813	3.333	1.271	1
405.152	3.333	2.042	1
408.491	3.333	2.332	1
411.829	3.333	3.094	0
415.168	3.333	1.58	1
436.519	3.333	1.91	1
439.858	3.333	3.187	0
443.197	3.333	2.265	1
446.535	3.333	1.767	1
449.874	3.333	2.398	1
453.213	3.333	2.067	1
