onset	duration	RT	accuracy
18.019	3.333	2.722	1
21.361	3.333	1.371	1
24.702	3.333	1.962	1
28.044	3.333	2.454	1
31.385	3.333	2.216	1
34.726	3.333	2.099	1
56.083	3.333	1.558	1
59.424	3.333	2.167	0
62.766	3.333	1.443	0
66.107	3.333	1.706	1
69.448	3.333	1.851	1
72.79	3.333	1.567	1
94.146	3.333	1.57	1
97.488	3.333	2.891	1
100.829	3.333	2.281	1
104.17	3.333	1.898	1
107.512	3.333	1.408	1
110.853	3.333	1.225	1
132.21	3.333	1.638	1
135.551	3.333	1.487	1
138.892	3.333	1.453	1
142.234	3.333	1.34	1
145.575	3.333	1.214	1
148.917	3.333	2.507	1
170.273	3.333	1.492	1
173.615	3.333	1.806	1
176.956	3.333	2.543	1
180.297	3.333	2.54	1
183.639	3.333	2.547	0
186.98	3.333	3.168	1
208.337	3.333	2.132	1
211.678	3.333	1.149	1
215.019	3.333	2.839	1
218.361	3.333	2.385	1
221.702	3.333	1.363	1
225.043	3.333	1.515	1
246.4	3.333	1.549	1
249.741	3.333	1.377	1
253.083	3.333	1.355	1
256.424	3.333	1.803	1
259.765	3.333	1.57	1
263.107	3.333	1.133	1
284.463	3.333	1.636	1
287.805	3.333	1.246	1
291.146	3.333	1.202	1
294.488	3.333	1.731	1
297.829	3.333	1.32	1
301.17	3.333	1.071	1
322.527	3.333	1.105	1
325.868	3.333	1.039	1
329.21	3.333	1.461	1
332.551	3.333	1.213	1
335.892	3.333	1.668	1
339.234	3.333	1.5	1
360.59	3.333	1.137	1
363.932	3.333	1.41	1
367.273	3.333	1.299	1
370.614	3.333	1.44	1
373.956	3.333	1.214	1
377.297	3.333	1.245	1
398.654	3.333	0.901	1
401.995	3.333	1.502	1
405.337	3.333	1.062	1
408.678	3.333	0.908	1
412.019	3.333	1.352	1
415.361	3.333	1.303	1
436.717	3.333	NaN	NaN
440.059	3.333	0.596	1
443.4	3.333	1.423	0
446.741	3.333	1.528	1
450.083	3.333	1.28	1
453.424	3.333	1.956	1
