onset	duration	RT	accuracy
18.029	3.333	1.163	1
21.371	3.333	1.505	1
24.712	3.333	2.351	1
28.053	3.333	0.788	1
31.395	3.333	1.223	0
34.736	3.333	2.344	1
56.093	3.333	1.098	1
59.434	3.333	1.165	0
62.776	3.333	2.244	0
66.117	3.333	1.269	1
69.458	3.333	1.226	1
72.8	3.333	1.956	1
94.156	3.333	2.082	1
97.497	3.333	1.422	1
100.839	3.333	1.255	1
104.18	3.333	1.256	1
107.522	3.333	1.312	1
110.863	3.333	1.135	1
132.22	3.333	1.713	1
135.561	3.333	0.927	1
138.902	3.333	1.454	1
142.244	3.333	1.07	1
145.585	3.333	0.962	1
148.926	3.333	1.665	1
170.283	3.333	0.902	1
173.624	3.333	1.409	1
176.966	3.333	1.244	1
180.307	3.333	1.792	1
183.649	3.333	1.39	1
186.99	3.333	1.284	1
208.347	3.333	1.395	1
211.688	3.333	0.824	1
215.029	3.333	2.311	1
218.371	3.333	1.446	1
221.712	3.333	0.791	1
225.053	3.333	1.982	1
246.41	3.333	0.955	1
249.751	3.333	1.153	1
253.093	3.333	1.492	1
256.434	3.333	1.102	1
259.775	3.333	1.185	1
263.117	3.333	0.792	1
284.473	3.333	1.278	1
287.815	3.333	1.268	1
291.156	3.333	0.861	1
294.498	3.333	0.947	1
297.839	3.333	0.874	1
301.18	3.333	0.974	1
322.537	3.333	0.84	1
325.878	3.333	0.839	1
329.22	3.333	0.892	1
332.561	3.333	1.139	1
335.902	3.333	0.82	1
339.244	3.333	1.181	1
360.6	3.333	1.05	1
363.942	3.333	0.98	1
367.283	3.333	0.922	1
370.624	3.333	0.911	1
373.966	3.333	0.885	1
377.307	3.333	0.899	1
398.664	3.333	1.351	1
402.005	3.333	0.903	1
405.346	3.333	0.768	1
408.688	3.333	0.689	1
412.029	3.333	0.676	1
415.371	3.333	0.93	1
436.727	3.333	1.15	1
440.068	3.333	1.284	1
443.41	3.333	1.051	1
446.751	3.333	0.93	1
450.093	3.333	0.88	1
453.434	3.333	0.818	1
