onset	duration	RT	accuracy
18.238	6.7	0.436	1
24.912	6.7	0.288	1
31.587	6.7	0.23	1
56.485	6.7	0.405	1
63.159	6.7	0.194	1
69.834	6.7	0.254	1
94.731	6.7	0.354	1
101.406	6.7	0.224	1
108.08	6.7	0.448	1
132.978	6.7	0.317	1
139.653	6.7	NaN	NaN
146.327	6.7	0.248	1
171.225	6.7	0.307	1
177.899	6.7	0.169	1
184.574	6.7	0.268	1
209.472	6.7	0.289	1
216.146	6.7	0.436	1
222.821	6.7	0.265	1
247.719	6.7	0.313	1
254.393	6.7	0.32	1
261.068	6.7	0.23	1
285.966	6.7	0.265	1
292.64	6.7	0.074	1
299.315	6.7	0.383	0
324.212	6.7	0.277	1
330.887	6.7	0.292	1
337.561	6.7	0.177	1
362.459	6.7	0.249	0
369.134	6.7	0.283	1
375.808	6.7	0.332	1
400.706	6.7	0.375	0
407.38	6.7	0.298	1
414.055	6.7	0.361	1
438.953	6.7	0.126	1
445.627	6.7	0.306	1
452.302	6.7	0.109	1
