onset	duration	RT	accuracy
18.024	3.333	1.77	1
21.365	3.333	NaN	NaN
24.707	3.333	NaN	NaN
28.048	3.333	1.644	1
31.389	3.333	NaN	NaN
34.731	3.333	NaN	NaN
56.087	3.333	1.173	1
59.429	3.333	2.705	0
62.77	3.333	NaN	NaN
66.112	3.333	1.903	1
69.453	3.333	NaN	NaN
72.794	3.333	NaN	NaN
94.151	3.333	NaN	NaN
97.492	3.333	2.761	1
100.833	3.333	NaN	NaN
104.175	3.333	2.353	0
107.516	3.333	1.832	1
110.858	3.333	1.051	1
132.214	3.333	NaN	NaN
135.556	3.333	NaN	NaN
138.897	3.333	1.564	1
142.238	3.333	0.909	1
145.58	3.333	1.514	1
148.921	3.333	NaN	NaN
170.278	3.333	NaN	NaN
173.619	3.333	1.277	1
176.961	3.333	NaN	NaN
180.302	3.333	NaN	NaN
183.643	3.333	1.794	1
186.985	3.333	1.38	1
208.341	3.333	NaN	NaN
211.683	3.333	1.118	1
215.024	3.333	NaN	NaN
218.365	3.333	NaN	NaN
221.707	3.333	NaN	NaN
225.048	3.333	1.977	1
246.405	3.333	1.051	1
249.746	3.333	NaN	NaN
253.088	3.333	NaN	NaN
256.429	3.333	1.199	1
259.77	3.333	1.265	1
263.112	3.333	NaN	NaN
284.468	3.333	NaN	NaN
287.809	3.333	1.457	1
291.151	3.333	1.118	1
294.492	3.333	NaN	NaN
297.834	3.333	NaN	NaN
301.175	3.333	1.286	1
322.532	3.333	1.436	1
325.873	3.333	1.088	1
329.214	3.333	NaN	NaN
332.556	3.333	1.827	1
335.897	3.333	NaN	NaN
339.239	3.333	NaN	NaN
360.595	3.333	1.659	1
363.936	3.333	NaN	NaN
367.278	3.333	NaN	NaN
370.619	3.333	NaN	NaN
373.961	3.333	1.225	1
377.302	3.333	0.931	1
398.659	3.333	1.526	1
402	3.333	1.457	1
405.341	3.333	NaN	NaN
408.683	3.333	1.181	1
412.024	3.333	NaN	NaN
415.365	3.333	NaN	NaN
436.722	3.333	NaN	NaN
440.063	3.333	2.051	0
443.405	3.333	1.455	1
446.746	3.333	1.969	0
450.088	3.333	1.279	1
453.429	3.333	2.542	1
