onset	duration	RT	accuracy
18.221	6.7	NaN	NaN
24.831	6.7	0.809	1
31.442	6.7	0.008	1
56.265	6.7	0.826	1
62.892	6.7	NaN	NaN
69.502	6.7	NaN	NaN
94.325	6.7	0.227	1
100.953	6.7	0.848	1
107.563	6.7	0.121	1
132.403	6.7	0.591	1
139.013	6.7	NaN	NaN
145.624	6.7	0.271	1
170.447	6.7	0.177	1
177.057	6.7	NaN	NaN
183.685	6.7	0.104	1
208.524	6.7	0.239	1
215.152	6.7	0.303	1
221.762	6.7	0.248	1
246.585	6.7	NaN	NaN
253.196	6.7	NaN	NaN
259.806	6.7	0.068	1
284.63	6.7	0.194	1
291.24	6.7	NaN	NaN
297.851	6.7	0.66	0
322.691	6.7	NaN	NaN
329.301	6.7	0.326	1
335.912	6.7	0.536	1
360.752	6.7	0.906	0
367.362	6.7	0.258	1
373.973	6.7	0.21	1
398.813	6.7	0.281	1
405.423	6.7	0.075	1
412.034	6.7	NaN	NaN
436.857	6.7	0.266	1
443.468	6.7	0.795	1
450.078	6.7	0.099	1
