onset	duration	type
18.031	14	gen
32.031	6	report
56.059	14	gen
70.059	6	report
94.087	14	gen
108.087	6	report
132.115	14	gen
146.115	6	report
170.142	14	gen
184.142	6	report
208.17	14	gen
222.17	6	report
246.198	14	gen
260.198	6	report
284.226	14	gen
298.226	6	report
322.253	14	gen
336.253	6	report
360.281	14	gen
374.281	6	report
398.309	14	gen
412.309	6	report
436.337	14	gen
450.337	6	report
