onset	duration	RT	accuracy
18.02	3.333	0.764	1
21.361	3.333	0.744	1
24.703	3.333	0.809	1
28.044	3.333	0.838	1
31.385	3.333	0.629	1
34.727	3.333	0.587	1
56.083	3.333	0.779	1
59.425	3.333	0.618	1
62.766	3.333	0.541	1
66.108	3.333	0.52	0
69.449	3.333	0.784	1
72.79	3.333	0.581	1
94.147	3.333	0.534	1
97.488	3.333	0.536	1
100.83	3.333	0.545	1
104.171	3.333	0.656	1
107.512	3.333	0.669	1
110.854	3.333	0.722	1
132.21	3.333	0.704	1
135.552	3.333	0.601	1
138.893	3.333	0.824	1
142.234	3.333	0.601	1
145.576	3.333	0.693	1
148.917	3.333	0.598	1
170.274	3.333	1.184	1
173.615	3.333	0.832	1
176.956	3.333	0.653	1
180.298	3.333	0.556	1
183.639	3.333	0.758	1
186.981	3.333	0.575	1
208.337	3.333	0.672	1
211.679	3.333	0.664	1
215.02	3.333	0.719	1
218.361	3.333	0.801	1
221.703	3.333	0.705	1
225.044	3.333	0.829	1
246.4	3.333	0.686	1
249.742	3.333	0.628	1
253.083	3.333	0.778	1
256.425	3.333	0.528	1
259.766	3.333	0.856	1
263.108	3.333	0.825	1
284.464	3.333	0.681	1
287.806	3.333	0.707	1
291.147	3.333	0.641	1
294.488	3.333	0.667	1
297.83	3.333	0.646	1
301.171	3.333	0.805	1
322.528	3.333	0.649	1
325.869	3.333	0.608	1
329.21	3.333	0.902	1
332.552	3.333	0.731	1
335.893	3.333	0.667	1
339.234	3.333	0.603	1
360.591	3.333	0.709	1
363.932	3.333	0.695	1
367.274	3.333	0.74	1
370.615	3.333	0.629	1
373.956	3.333	0.777	1
377.298	3.333	0.801	1
398.654	3.333	0.862	1
401.996	3.333	0.713	1
405.337	3.333	0.569	1
408.678	3.333	0.633	1
412.02	3.333	0.601	1
415.361	3.333	0.642	1
436.718	3.333	0.983	1
440.059	3.333	0.6	1
443.401	3.333	0.573	1
446.742	3.333	0.568	1
450.083	3.333	0.568	1
453.425	3.333	0.944	1
