onset	duration	RT	accuracy
18.026	3.333	2.563	1
21.365	3.333	2.925	1
24.704	3.333	1.821	1
28.042	3.333	2.117	0
31.381	3.333	2.352	1
34.72	3.333	2.015	1
56.071	3.333	1.956	1
59.409	3.333	2.02	1
62.748	3.333	2.697	1
66.087	3.333	2.966	1
69.425	3.333	NaN	NaN
72.764	3.333	0.019	1
94.115	3.333	2.29	1
97.454	3.333	3.12	1
100.793	3.333	1.602	1
104.131	3.333	2.988	1
107.47	3.333	2.622	1
110.809	3.333	2.896	1
132.16	3.333	2.206	1
135.498	3.333	2.316	1
138.837	3.333	1.578	1
142.176	3.333	1.961	1
145.514	3.333	1.788	1
148.853	3.333	3.067	1
170.204	3.333	2.456	1
173.543	3.333	2.319	1
176.882	3.333	3.294	1
180.22	3.333	1.726	1
183.559	3.333	2.183	1
186.898	3.333	1.676	1
208.249	3.333	2.628	1
211.587	3.333	3.195	0
214.926	3.333	3.008	1
218.265	3.333	2.853	1
221.603	3.333	1.589	1
224.942	3.333	2.154	0
246.293	3.333	1.659	1
249.632	3.333	1.994	0
252.97	3.333	2.479	1
256.309	3.333	2.363	1
259.648	3.333	2.093	1
262.987	3.333	2.012	1
284.338	3.333	2.217	1
287.676	3.333	1.902	1
291.015	3.333	2.093	1
294.354	3.333	1.96	1
297.692	3.333	1.504	1
301.031	3.333	1.99	0
322.382	3.333	2.349	1
325.721	3.333	1.995	1
329.059	3.333	1.863	1
332.398	3.333	2.139	1
335.737	3.333	1.5	1
339.076	3.333	1.752	1
360.426	3.333	2.048	1
363.765	3.333	1.619	1
367.104	3.333	2.913	0
370.443	3.333	2.064	1
373.781	3.333	1.614	1
377.12	3.333	2.509	1
398.471	3.333	2.657	1
401.81	3.333	2.147	1
405.148	3.333	1.553	1
408.487	3.333	2.39	1
411.826	3.333	2.134	0
415.164	3.333	1.872	1
436.515	3.333	1.816	1
439.854	3.333	2.149	0
443.193	3.333	2.51	1
446.532	3.333	2.299	1
449.87	3.333	2.178	1
453.209	3.333	2.343	1
