onset	duration	RT	accuracy
18.032	3.333	1.388	1
21.371	3.333	1.167	0
24.709	3.333	2.306	1
28.048	3.333	1.42	1
31.387	3.333	2.458	1
34.726	3.333	1.988	1
56.077	3.333	1.581	1
59.415	3.333	1.198	0
62.754	3.333	1.2	0
66.093	3.333	1.112	1
69.431	3.333	1.285	1
72.77	3.333	1.571	1
94.121	3.333	2.288	1
97.46	3.333	1.12	1
100.798	3.333	1.305	1
104.137	3.333	1.449	1
107.476	3.333	1	1
110.814	3.333	1.235	1
132.165	3.333	2.057	1
135.504	3.333	1.241	1
138.843	3.333	2.219	1
142.182	3.333	1.077	1
145.52	3.333	1.565	1
148.859	3.333	1.584	1
170.21	3.333	1.321	1
173.549	3.333	1.903	0
176.887	3.333	2.56	1
180.226	3.333	1.475	1
183.565	3.333	1.118	1
186.903	3.333	1.556	0
208.254	3.333	1.639	1
211.593	3.333	1.239	1
214.932	3.333	1.497	1
218.27	3.333	0.915	1
221.609	3.333	0.948	1
224.948	3.333	1.437	1
246.299	3.333	1.734	1
249.638	3.333	1.192	1
252.976	3.333	1.93	1
256.315	3.333	2.265	1
259.654	3.333	1.737	1
262.992	3.333	0.95	1
284.343	3.333	1.343	1
287.682	3.333	1.115	1
291.021	3.333	2.229	1
294.359	3.333	1.215	1
297.698	3.333	1.395	1
301.037	3.333	1.625	1
322.388	3.333	3.151	1
325.726	3.333	1.073	1
329.065	3.333	1.778	1
332.404	3.333	2.751	1
335.743	3.333	1.079	1
339.081	3.333	2.049	1
360.432	3.333	1.348	1
363.771	3.333	2.251	1
367.11	3.333	1.137	1
370.448	3.333	1.071	1
373.787	3.333	1.563	1
377.126	3.333	1.446	1
398.477	3.333	0.847	1
401.815	3.333	1.328	1
405.154	3.333	1.683	1
408.493	3.333	0.921	1
411.831	3.333	1.177	1
415.17	3.333	1.215	1
436.521	3.333	3.188	1
439.86	3.333	2.429	1
443.199	3.333	1.038	1
446.537	3.333	1.119	1
449.876	3.333	1.272	1
453.215	3.333	2.015	0
