onset	duration	RT	accuracy
18.232	6.7	0.668	0
24.843	6.7	0.369	1
31.453	6.7	NaN	NaN
56.277	6.7	0.557	1
62.904	6.7	0.202	1
69.514	6.7	0.104	1
94.338	6.7	0.388	1
100.965	6.7	0.512	1
107.576	6.7	0.677	1
132.415	6.7	0.343	0
139.026	6.7	0.462	1
145.637	6.7	0.299	1
170.46	6.7	0.415	1
177.071	6.7	0.336	1
183.698	6.7	0.33	1
208.538	6.7	0.472	1
215.165	6.7	0.392	0
221.776	6.7	0.298	1
246.599	6.7	0.34	1
253.209	6.7	0.334	1
259.82	6.7	0.519	0
284.643	6.7	0.517	1
291.254	6.7	0.24	1
297.865	6.7	0.62	1
322.704	6.7	0.592	1
329.315	6.7	0.413	1
335.926	6.7	0.222	0
360.766	6.7	0.583	0
367.376	6.7	0.436	0
373.987	6.7	0.426	1
398.827	6.7	0.493	1
405.437	6.7	0.602	1
412.048	6.7	0.496	1
436.871	6.7	0.416	0
443.482	6.7	0.352	1
450.092	6.7	0.424	0
