onset	duration	RT	accuracy
18.028	3.333	0.873	1
21.366	3.333	1.263	1
24.705	3.333	1.668	1
28.044	3.333	1.08	1
31.382	3.333	0.894	1
34.721	3.333	0.591	1
56.072	3.333	0.789	1
59.411	3.333	1.09	1
62.75	3.333	0.879	1
66.088	3.333	0.969	1
69.427	3.333	1.109	1
72.766	3.333	1.06	1
94.117	3.333	0.836	1
97.455	3.333	0.892	1
100.794	3.333	0.91	1
104.133	3.333	0.625	1
107.471	3.333	0.736	1
110.81	3.333	1.474	1
132.161	3.333	0.928	1
135.5	3.333	1.115	1
138.838	3.333	1.065	1
142.177	3.333	1.029	1
145.516	3.333	0.894	1
148.854	3.333	0.885	1
170.205	3.333	1.26	1
173.544	3.333	1.099	1
176.883	3.333	1.221	1
180.222	3.333	0.951	1
183.56	3.333	1.043	1
186.899	3.333	1.584	1
208.25	3.333	1.102	1
211.589	3.333	1.011	1
214.927	3.333	1.141	1
218.266	3.333	1.072	1
221.605	3.333	1.445	1
224.943	3.333	1.048	1
246.294	3.333	1.19	1
249.633	3.333	0.877	1
252.972	3.333	1.031	1
256.31	3.333	0.94	1
259.649	3.333	1.019	1
262.988	3.333	0.973	1
284.339	3.333	1.01	1
287.678	3.333	0.874	1
291.016	3.333	1.091	1
294.355	3.333	1.011	1
297.694	3.333	0.906	1
301.032	3.333	0.757	1
322.383	3.333	0.906	1
325.722	3.333	1.065	1
329.061	3.333	1.199	1
332.399	3.333	1.175	1
335.738	3.333	1.232	1
339.077	3.333	1.051	1
360.428	3.333	0.9	1
363.766	3.333	0.823	1
367.105	3.333	0.956	1
370.444	3.333	0.783	1
373.782	3.333	0.883	1
377.121	3.333	0.815	1
398.472	3.333	0.912	1
401.811	3.333	0.791	1
405.15	3.333	0.94	1
408.488	3.333	0.845	1
411.827	3.333	0.8	1
415.166	3.333	0.979	1
436.517	3.333	0.909	1
439.855	3.333	1.233	1
443.194	3.333	0.908	1
446.533	3.333	0.744	1
449.871	3.333	0.737	1
453.21	3.333	1.023	1
