onset	duration	type
18.025	14	gen
32.025	6	report
56.054	14	gen
70.054	6	report
94.082	14	gen
108.082	6	report
132.11	14	gen
146.11	6	report
170.138	14	gen
184.138	6	report
208.164	14	gen
222.164	6	report
246.19	14	gen
260.19	6	report
284.216	14	gen
298.216	6	report
322.243	14	gen
336.243	6	report
360.269	14	gen
374.269	6	report
398.296	14	gen
412.296	6	report
436.323	14	gen
450.323	6	report
