onset	duration	RT	accuracy
18.027	3.333	NaN	NaN
21.366	3.333	1.905	0
24.704	3.333	1.958	1
28.043	3.333	0.952	1
31.382	3.333	1.287	1
34.72	3.333	2.015	1
56.072	3.333	1.412	1
59.41	3.333	1.704	1
62.749	3.333	2.172	0
66.088	3.333	1.51	1
69.426	3.333	1.528	1
72.765	3.333	1.816	1
94.116	3.333	1.762	1
97.455	3.333	1.461	1
100.794	3.333	1.569	1
104.132	3.333	2.581	1
107.471	3.333	1.348	1
110.81	3.333	1.666	0
132.161	3.333	1.644	1
135.5	3.333	2.218	1
138.838	3.333	1.365	1
142.177	3.333	1.034	1
145.516	3.333	1.663	1
148.854	3.333	1.581	1
170.205	3.333	1.221	1
173.544	3.333	1.431	1
176.883	3.333	2.568	1
180.222	3.333	1.934	0
183.56	3.333	1.504	1
186.899	3.333	1.35	1
208.25	3.333	1.446	1
211.589	3.333	1.027	1
214.928	3.333	2.131	1
218.266	3.333	1.29	1
221.605	3.333	1.981	1
224.944	3.333	1.311	1
246.295	3.333	1.207	1
249.633	3.333	1.496	1
252.972	3.333	1.945	1
256.311	3.333	1.31	1
259.65	3.333	1.49	1
262.988	3.333	1.3	1
284.339	3.333	1.538	1
287.678	3.333	1.214	1
291.017	3.333	1.298	1
294.356	3.333	1.012	1
297.694	3.333	1.156	1
301.033	3.333	1.745	1
322.384	3.333	1.171	1
325.723	3.333	1.187	1
329.062	3.333	1.626	1
332.4	3.333	1.361	1
335.739	3.333	2.076	1
339.078	3.333	1.58	1
360.429	3.333	1.137	1
363.767	3.333	1.377	1
367.106	3.333	1.239	1
370.445	3.333	1.121	1
373.784	3.333	1.482	1
377.122	3.333	2.289	1
398.473	3.333	1.137	1
401.812	3.333	1.057	1
405.151	3.333	1.348	1
408.49	3.333	0.924	1
411.828	3.333	1.066	1
415.167	3.333	1.252	1
436.518	3.333	1.934	1
439.857	3.333	2.285	0
443.196	3.333	1.607	1
446.534	3.333	1.672	1
449.873	3.333	1.154	1
453.212	3.333	1.514	1
