onset	duration	RT	accuracy
18.222	6.7	0.511	1
24.832	6.7	0.296	1
31.443	6.7	0.291	1
56.266	6.7	0.471	1
62.894	6.7	0.201	1
69.504	6.7	0.234	1
94.327	6.7	0.355	1
100.955	6.7	0.35	1
107.565	6.7	0.247	0
132.405	6.7	0.125	1
139.016	6.7	0.524	1
145.626	6.7	0.292	1
170.449	6.7	0.175	1
177.06	6.7	0.391	1
183.687	6.7	0.373	1
208.527	6.7	0.263	1
215.155	6.7	NaN	NaN
221.765	6.7	NaN	NaN
246.589	6.7	0.108	1
253.199	6.7	0.068	1
259.81	6.7	0.239	0
284.633	6.7	0.391	1
291.244	6.7	0.366	1
297.854	6.7	0.495	1
322.694	6.7	0.228	1
329.305	6.7	0.81	1
335.915	6.7	0.181	1
360.755	6.7	0.103	1
367.366	6.7	NaN	NaN
373.977	6.7	0.25	1
398.817	6.7	0.402	1
405.427	6.7	0.28	1
412.038	6.7	0.118	1
436.861	6.7	0.344	0
443.472	6.7	0.12	1
450.083	6.7	0.216	1
