onset	duration	RT	accuracy
18.023	3.333	NaN	NaN
21.361	3.333	NaN	NaN
24.7	3.333	2.2	1
28.039	3.333	2.994	1
31.378	3.333	2.575	1
34.716	3.333	2.457	1
56.067	3.333	2.022	1
59.406	3.333	2.327	1
62.745	3.333	2.844	1
66.083	3.333	2.601	1
69.422	3.333	NaN	NaN
72.761	3.333	2.503	0
94.112	3.333	1.957	1
97.45	3.333	NaN	NaN
100.789	3.333	0.038	0
104.128	3.333	2.882	1
107.466	3.333	1.781	1
110.805	3.333	2.364	1
132.156	3.333	2.159	1
135.495	3.333	2.848	1
138.834	3.333	2.618	1
142.172	3.333	2.831	1
145.511	3.333	2.748	1
148.85	3.333	2.384	1
170.201	3.333	NaN	NaN
173.539	3.333	2.799	0
176.878	3.333	2.795	1
180.217	3.333	2.064	1
183.555	3.333	2.264	1
186.894	3.333	1.908	1
208.245	3.333	2.94	1
211.584	3.333	3.103	0
214.922	3.333	3.135	1
218.261	3.333	2.587	1
221.6	3.333	1.878	1
224.939	3.333	2.416	1
246.289	3.333	2.29	1
249.628	3.333	2.743	1
252.967	3.333	2.684	1
256.306	3.333	NaN	NaN
259.644	3.333	2.019	1
262.983	3.333	2.587	1
284.334	3.333	2.151	1
287.673	3.333	1.964	1
291.011	3.333	2.079	1
294.35	3.333	NaN	NaN
297.689	3.333	1.404	1
301.027	3.333	1.643	1
322.378	3.333	2.1	1
325.717	3.333	2.015	1
329.056	3.333	2.488	1
332.394	3.333	2.59	1
335.733	3.333	1.739	1
339.072	3.333	2.311	1
360.423	3.333	2.8	1
363.762	3.333	1.966	1
367.1	3.333	2.715	1
370.439	3.333	2.784	1
373.778	3.333	1.925	1
377.116	3.333	2.017	1
398.467	3.333	2.629	1
401.806	3.333	1.861	1
405.145	3.333	1.691	1
408.483	3.333	2.339	1
411.822	3.333	2.579	0
415.161	3.333	1.629	1
436.512	3.333	1.888	1
439.85	3.333	NaN	NaN
443.189	3.333	2.619	1
446.528	3.333	2.675	1
449.867	3.333	2.128	1
453.205	3.333	2.405	0
