onset	duration	RT	accuracy
18.026	3.333	2.854	1
21.368	3.333	2.572	1
24.709	3.333	2.246	1
28.05	3.333	3.166	0
31.392	3.333	0.024	0
34.733	3.333	3.133	0
56.09	3.333	2.613	1
59.431	3.333	2.273	1
62.773	3.333	3.242	1
66.114	3.333	0.021	1
69.455	3.333	0.023	1
72.797	3.333	0.018	0
94.153	3.333	2.747	1
97.495	3.333	2.842	1
100.836	3.333	2.652	1
104.177	3.333	2.906	1
107.519	3.333	2.693	1
110.86	3.333	NaN	NaN
132.217	3.333	2.448	1
135.558	3.333	2.844	1
138.899	3.333	2.728	1
142.241	3.333	3.205	1
145.582	3.333	0.025	0
148.923	3.333	NaN	NaN
170.28	3.333	NaN	NaN
173.622	3.333	0.149	1
176.963	3.333	2.684	0
180.304	3.333	NaN	NaN
183.646	3.333	0.019	0
186.987	3.333	2.114	1
208.344	3.333	3.247	0
211.685	3.333	0.02	0
215.026	3.333	0.151	0
218.368	3.333	NaN	NaN
221.709	3.333	0.253	0
225.051	3.333	NaN	NaN
246.407	3.333	2.421	1
249.748	3.333	2.451	0
253.09	3.333	2.402	1
256.431	3.333	3.262	0
259.772	3.333	0.023	0
263.114	3.333	2.78	1
284.471	3.333	2.707	1
287.812	3.333	1.96	1
291.153	3.333	2.898	1
294.495	3.333	NaN	NaN
297.836	3.333	0.072	0
301.177	3.333	2.505	1
322.534	3.333	2.53	1
325.875	3.333	2.549	1
329.217	3.333	NaN	NaN
332.558	3.333	0.017	0
335.899	3.333	3.083	1
339.241	3.333	2.585	1
360.597	3.333	2.648	0
363.939	3.333	0.025	1
367.28	3.333	2.264	1
370.621	3.333	2.189	1
373.963	3.333	2.308	1
377.304	3.333	2.222	1
398.661	3.333	2.646	1
402.002	3.333	1.328	1
405.344	3.333	3.263	1
408.685	3.333	0.018	0
412.026	3.333	0.332	0
415.368	3.333	0.218	0
436.724	3.333	2.64	1
440.066	3.333	NaN	NaN
443.407	3.333	0.017	1
446.748	3.333	3.056	1
450.09	3.333	2.533	1
453.431	3.333	2.795	1
